Entity,Overall validity %,Number of triples,Subject validity %,Number of instances as a subject,Object validity %,Number of instances as a subject
Spectroscopy,42,85,0,0,42,85
Absorption_spectroscopy,0,0,0,0,0,0
Absorption_spectroscopy,0,0,0,0,0,0
Mineral,83,23,0,0,83,23
Gypsum,100,9,0,0,100,9
Salt,86,81,0,0,86,81
Silicate,100,1,0,0,100,1
Diamond,78,40,0,0,78,40
Graphite,100,6,0,0,100,6
Quartz,89,9,0,0,89,9
Oxide,0,0,0,0,0,0
Ozone,100,9,100,3,100,6
Carbonate,75,4,100,2,50,2
Chloride,100,1,100,1,0,0
http://dbpedia.org/resource/Organophosphorus_chemistry,0,0,0,0,0,0
Organosilicon_chemistry,33,3,0,0,33,3
Organosulfur_chemistry,100,1,0,0,100,1
Thiol,0,0,0,0,0,0
Ester,100,3,0,0,100,3
Ether,100,2,0,0,100,2
Hydrocarbon,100,8,0,0,100,8
Aromatic_compound,100,4,0,0,100,4
Alkyne,100,1,0,0,100,1
Chemical_element,100,1,0,0,100,1
List_of_chemical_elements,0,0,0,0,0,0
Atomic_number,100,1,0,0,100,1
Atomic_mass,100,1,0,0,100,1
Periodic_table,100,5,0,0,100,5
Period_(periodic_table),0,0,0,0,0,0
Metal,99,83,0,0,99,83
Alkali_metal,100,1,0,0,100,1
Alkaline_earth_metal,0,0,0,0,0,0
Lanthanide,75,4,0,0,75,4
Actinide,60,5,0,0,60,5
Transition_metal,60,5,0,0,60,5
Group_3_element,0,0,0,0,0,0
Group_4_element,0,0,0,0,0,0
Group_5_element,0,0,0,0,0,0
Group_6_element,0,0,0,0,0,0
Noble_metal,0,0,0,0,0,0
Group_11_element,0,0,0,0,0,0
Group_12_element,0,0,0,0,0,0
Metalloid,100,1,0,0,100,1
Nonmetal,0,0,0,0,0,0
Boron_group,0,0,0,0,0,0
Carbon_group,0,0,0,0,0,0
Pnictogen,100,1,0,0,100,1
Chalcogen,0,0,0,0,0,0
Halogen,0,1,0,0,0,1
Noble_gas,100,2,0,0,100,2
Period_1_element,0,0,0,0,0,0
Period_2_element,0,0,0,0,0,0
Period_3_element,0,0,0,0,0,0
Hydrogen,53,17,0,0,53,17
Helium,100,8,0,0,100,8
Lithium,93,15,0,0,93,15
Beryllium,100,7,0,0,100,7
Boron,67,9,0,0,67,9
Carbon,57,7,0,0,57,7
Nitrogen,89,9,0,0,89,9
Oxygen,100,7,0,0,100,7
Fluorine,100,8,0,0,100,8
Neon,100,3,0,0,100,3
Sodium,100,2,0,0,100,2
Magnesium,100,9,0,0,100,9
Aluminium,98,200,0,0,98,200
Silicon,90,10,0,0,90,10
Phosphorus,100,3,0,0,100,3
Sulfur,89,9,0,0,89,9
Chlorine,100,10,0,0,100,10
Argon,50,4,0,0,50,4
Potassium,100,5,0,0,100,5
Calcium,83,6,0,0,83,6
Scandium,100,1,0,0,100,1
Titanium,100,12,0,0,100,12
Vanadium,86,7,0,0,86,7
Chromium,75,4,0,0,75,4
Manganese,100,13,0,0,100,13
Iron,88,59,0,0,88,59
Cobalt,87,15,0,0,87,15
Nickel,93,29,0,0,93,29
Copper,96,68,0,0,96,68
Zinc,98,48,0,0,98,48
Gallium,100,1,0,0,100,1
Germanium,100,2,0,0,100,2
Arsenic,100,3,0,0,100,3
Selenium,100,4,0,0,100,4
Bromine,100,4,0,0,100,4
Krypton,0,0,0,0,0,0
Rubidium,100,4,0,0,100,4
Strontium,100,3,0,0,100,3
Yttrium,100,3,0,0,100,3
Zirconium,100,3,0,0,100,3
Niobium,100,11,0,0,100,11
Molybdenum,100,17,0,0,100,17
Technetium,100,2,0,0,100,2
Ruthenium,100,3,0,0,100,3
Rhodium,100,4,0,0,100,4
Palladium,100,8,0,0,100,8
Silver,78,51,0,0,78,51
Cadmium,100,3,0,0,100,3
Indium,100,2,0,0,100,2
Tin,89,9,0,0,89,9
Antimony,100,3,0,0,100,3
Tellurium,100,3,0,0,100,3
Iodine,67,3,0,0,67,3
Xenon,100,6,100,6,0,0
Caesium,100,5,0,0,100,5
Barium,100,2,0,0,100,2
Lanthanum_,0,0,0,0,0,0
Cerium,100,2,0,0,100,2
Praseodymium,100,3,0,0,100,3
Neodymium,100,3,0,0,100,3
Promethium,100,3,0,0,100,3
Samarium,100,2,0,0,100,2
Europium,100,1,0,0,100,1
Gadolinium,100,3,0,0,100,3
Terbium,100,1,0,0,100,1
Dysprosium,100,3,0,0,100,3
Holmium,100,3,0,0,100,3
Erbium,100,1,0,0,100,1
Thulium,100,1,0,0,100,1
Ytterbium,100,2,0,0,100,2
Lutetium,100,3,0,0,100,3
Hafnium,100,5,0,0,100,5
Tantalum,100,9,0,0,100,9
Tungsten,100,10,0,0,100,10
Rhenium,100,7,0,0,100,7
Osmium,100,2,0,0,100,2
Iridium,100,2,0,0,100,2
Platinum,100,11,0,0,100,11
Gold,54,112,0,0,54,112
Mercury_(element),100,3,0,0,100,3
Thallium,100,1,0,0,100,1
Lead,97,36,0,0,97,36
Bismuth_,0,0,0,0,0,0
Polonium,100,3,0,0,100,3
Astatine,100,4,0,0,100,4
Radon,100,1,0,0,100,1
Francium,100,2,0,0,100,2
Radium,100,5,0,0,100,5
Actinium,100,3,0,0,100,3
Thorium,100,3,0,0,100,3
Protactinium,100,4,0,0,100,4
Uranium,100,15,0,0,100,15
Neptunium,100,2,0,0,100,2
Plutonium,100,1,0,0,100,1
Americium,100,2,0,0,100,2
Curium,100,1,0,0,100,1
Berkelium,0,0,0,0,0,0
Californium,100,1,0,0,100,1
Einsteinium,0,0,0,0,0,0
Fermium,0,0,0,0,0,0
Mendelevium,0,0,0,0,0,0
Nobelium,0,0,0,0,0,0
Lawrencium,0,0,0,0,0,0
Rutherfordium,0,0,0,0,0,0
Dubnium,0,0,0,0,0,0
Seaborgium,100,1,0,0,100,1
Bohrium,0,0,0,0,0,0
Hassium,0,0,0,0,0,0
Meitnerium,0,0,0,0,0,0
Darmstadtium,0,0,0,0,0,0
Roentgenium,0,0,0,0,0,0
Copernicium,0,0,0,0,0,0
Nihonium,0,0,0,0,0,0
Flerovium,0,0,0,0,0,0
Moscovium,0,0,0,0,0,0
Livermorium,0,0,0,0,0,0
Tennessine,100,1,0,0,100,1
Oganesson,50,2,0,0,50,2
Chemical_compound,0,0,0,0,0,0
Acid,60,5,0,0,60,5
Acetic_acid,100,6,100,3,100,3
Boric_acid,100,2,100,2,0,0
Citric_acid,100,7,100,2,100,5
Hydrochloric_acid,100,11,100,5,100,6
Hydrofluoric_acid,100,4,100,3,100,1
Lactic_acid,100,2,100,1,100,1
Nitric_acid,100,2,100,1,100,1
Phosphoric_acid,100,5,100,2,100,3
Sulfuric_acid,100,18,100,4,100,14
Tannic_acid,100,13,100,12,100,1
Alkali,95,21,0,0,95,21
Base_(chemistry),100,2,0,0,100,2
Inorganic_compound,100,6,0,0,100,6
Ammonia,100,17,100,2,100,15
Carbon_dioxide,100,7,100,1,100,6
Carbon_monoxide,100,37,100,30,100,7
Water,96,107,0,0,96,107
Organic_compound,100,5,0,0,100,5
Acetone,100,14,100,12,100,2
Alcohol,0,0,0,0,0,0
Aldehyde,100,1,0,0,100,1
Alkane,100,1,0,0,100,1
Alkene,100,6,0,0,100,6
Amide,0,0,0,0,0,0
Amine,67,3,0,0,67,3
Benzene,100,10,100,5,100,5
Butane,100,11,100,5,100,6
Ethane,100,7,100,4,100,3
Caffeine,95,22,100,17,80,5
Carboxylic_acid,0,0,0,0,0,0
Chlorofluorocarbon,100,2,0,0,100,2
Cocaine,100,18,100,12,100,6
Ethanol,98,50,100,1,98,49
Ethylene,100,10,100,2,100,8
Formaldehyde,100,11,100,11,0,0
Fructose,100,7,100,3,100,4
Glucose,100,19,100,9,100,10
Haloalkane,0,0,0,0,0,0
Ketone,100,2,0,0,100,2
Methane,83,6,100,2,75,4
Methanol,100,37,100,15,100,22
Nicotine,83,18,100,11,57,7
Phenol,100,6,100,2,100,4
Tablet_(pharmacy),100,3,0,0,100,3
Placebo,50,2,0,0,50,2
Earth_science,76,117,0,0,76,117
Wind_wave,100,7,0,0,100,7
Water_vapor,0,0,0,0,0,0
Ionosphere,97,32,0,0,97,32
Magnetosphere,95,19,0,0,95,19
St._Elmo's_fire,0,0,0,0,0,0
Dew_point,100,1,0,0,100,1
Corona,0,0,0,0,0,0
Obsidian,0,1,0,0,0,1
Cartography,25,91,0,0,25,91
Map,95,20,0,0,95,20
Natural_disaster,17,6,0,0,17,6
Avalanche,100,8,0,0,100,8
Drought,100,1,0,0,100,1
Flood,75,4,0,0,75,4
Earthquake,40,5,0,0,40,5
Tsunami,100,2,0,0,100,2
Internal_structure_of_Earth,0,0,0,0,0,0
Fold_(geology),100,50,0,0,100,50
Geological_formation,0,0,0,0,0,0
Fossil,75,8,0,0,75,8
Geology,44,113,0,0,44,113
Impact_crater,100,6,0,0,100,6
Lithosphere,100,3,0,0,100,3
Crust_(geology),0,0,0,0,0,0
Fault_(geology),100,9,0,0,100,9
Rock_(geology),96,27,0,0,96,27
Basalt,100,28,0,0,100,28
Flint,50,4,0,0,50,4
Igneous_rock,100,50,0,0,100,50
Limestone,100,129,0,0,100,129
Magma,0,0,0,0,0,0
Metamorphic_rock,100,50,0,0,100,50
Sedimentary_rock,100,50,0,0,100,50
Mineralogy,21,100,0,0,21,100
Plate_tectonics,54,13,0,0,54,13
Stratigraphy,41,44,0,0,41,44
Stratum,100,1,0,0,100,1
Thrust_fault,100,29,0,0,100,29
Pyroxene,0,0,0,0,0,0
Silicate_mineral,0,0,0,0,0,0
Feldspar,100,2,0,0,100,2
Kaolinite,100,1,0,0,100,1
Talc,100,3,100,1,100,2
Mica,0,4,0,4,0,0
Asbestos,83,6,0,0,83,6
Beryl,100,2,0,0,100,2
Emerald,50,2,0,0,50,2
Sapphire,100,3,0,0,100,3
Ruby,100,2,0,0,100,2
Topaz,0,0,0,0,0,0
Amber,0,1,0,0,0,1
Ivory,60,5,0,0,60,5
Pearl,67,6,0,1,80,5
Petrology,30,40,0,0,30,40
Conglomerate_(geology),100,14,0,0,100,14
Gravel,100,1,0,0,100,1
Granite,99,122,0,0,99,122
Tuff,100,6,0,0,100,6
Schist,100,8,0,0,100,8
Marble,100,28,0,0,100,28
Gneiss,100,13,0,0,100,13
Sand,67,6,0,0,67,6
Sandstone,100,132,0,0,100,132
Bauxite,100,9,0,0,100,9
Peat,100,5,0,0,100,5
Quartzite,100,12,0,0,100,12
Slate,91,23,0,0,91,23
Oil_shale,100,7,0,0,100,7
Geodesy,30,61,0,0,30,61
Geophysics,25,99,0,0,25,99
Earth's_magnetic_field,71,7,0,0,71,7
Earth's_inner_core,100,1,0,0,100,1
Earth's_outer_core,0,0,0,0,0,0
Earth's_mantle,0,0,0,0,0,0
Seismology,23,70,0,0,23,70
Geologic_time_scale,50,4,0,0,50,4
Pangaea,0,0,0,0,0,0
Extinction_event,50,2,0,0,50,2
Permian–Triassic_extinction_event,0,0,0,0,0,0
Cretaceous–Paleogene_extinction_event,100,3,0,0,100,3
Ice_age,100,3,0,0,100,3
Precambrian,75,4,0,0,75,4
Phanerozoic,0,0,0,0,0,0
Paleozoic,75,4,0,0,75,4
Cambrian,100,2,0,0,100,2
Permian,100,2,0,0,100,2
Mesozoic,100,2,0,0,100,2
Triassic,100,3,0,0,100,3
Jurassic,86,7,0,0,86,7
Cretaceous,100,5,0,0,100,5
Cenozoic,100,1,0,0,100,1
Quaternary,17,6,0,0,17,6
Holocene,100,1,0,0,100,1
Geomorphology,27,55,0,0,27,55
Erosion,100,5,0,0,100,5
Mesa,90,21,0,0,90,21
Stack_(geology),0,0,0,0,0,0
Weathering,0,1,0,0,0,1
Landform,0,0,0,0,0,0
Mountain,98,46,0,0,98,46
Mountain_range,90,21,0,0,90,21
Plateau,67,15,0,0,67,15
Hill,100,36,0,0,100,36
Valley,96,27,0,0,96,27
Plain,100,3,0,0,100,3
Alluvial_fan,0,0,0,0,0,0
Beach,100,14,0,0,100,14
Canyon,0,7,0,0,0,7
Cliff,100,3,0,0,100,3
Floodplain,100,1,0,0,100,1
Meander,100,1,0,0,100,1
Oasis,100,5,0,0,100,5
Rapids,0,0,0,0,0,0
Waterfall,0,2,0,0,0,2
Cirque,100,19,0,0,100,19
Esker,100,1,0,0,100,1
Fjord,98,52,0,0,98,52
Speleology,40,30,0,0,40,30
Cave,50,2,0,0,50,2
Karst,94,49,0,0,94,49
Atoll,92,13,0,0,92,13
Bay,98,51,0,0,98,51
Coast,100,5,0,0,100,5
Continental_shelf,0,0,0,0,0,0
Coral_reef,62,8,0,0,62,8
Lagoon,98,51,0,0,98,51
Oceanic_trench,100,2,0,0,100,2
Peninsula,94,16,0,0,94,16
Isthmus,0,1,0,0,0,1
Island,86,59,0,0,86,59
Seamount,100,1,0,0,100,1
Volcano,100,52,0,0,100,52
Caldera,100,50,0,0,100,50
Geyser,0,0,0,0,0,0
Hotspot_(geology),67,3,0,0,67,3
Mid-ocean_ridge,0,0,0,0,0,0
Volcanic_crater,100,7,0,0,100,7
Volcanic_plug,100,50,0,0,100,50
Lava_dome,100,50,0,0,100,50
Submarine_volcano,100,11,0,0,100,11
Guyot,100,1,0,0,100,1
Aeolian_processes,100,2,0,0,100,2
Dune,100,8,0,0,100,8
Desert,100,7,0,0,100,7
Tundra,0,0,0,0,0,0
Heath,100,4,0,0,100,4
Jungle,33,3,0,0,33,3
Mangrove,100,1,0,0,100,1
Grassland,100,1,0,0,100,1
Cerrado,100,1,0,0,100,1
Llanos,25,4,0,0,25,4
Pampas,93,28,93,15,92,13
Prairie,100,1,0,0,100,1
Sahel,13,15,0,0,13,15
Savanna,0,2,0,0,0,2
Steppe,0,0,0,0,0,0
Wetland,92,50,0,0,92,50
Swamp,83,6,0,0,83,6
Bog,100,4,0,0,100,4
Raised_bog,0,0,0,0,0,0
Atmosphere_of_Earth,100,2,0,0,100,2
Atmospheric_chemistry,23,26,0,0,23,26
Air_mass,0,0,0,0,0,0
Atmospheric_pressure,0,0,0,0,0,0
Aurora,75,8,0,0,75,8
Halo_(optical_phenomenon),0,0,0,0,0,0
Mirage,0,0,0,0,0,0
Rainbow,0,8,0,0,0,8
Sky,0,1,0,0,0,1
Climatology,20,86,0,0,20,86
Climate,46,13,0,0,46,13
El_Niño–Southern_Oscillation,100,3,0,0,100,3
Climate_change,56,117,0,0,56,117
Köppen_climate_classification,100,2,0,0,100,2
Temperate_climate,0,0,0,0,0,0
Tropical_climate,0,0,0,0,0,0
Meteorology,45,91,0,0,45,91
Barometer,100,2,0,0,100,2
Humidity,0,0,0,0,0,0
Weather_front,0,0,0,0,0,0
Weather,62,24,0,0,62,24
Cloud,50,2,0,0,50,2
Cirrus_cloud,0,0,0,0,0,0
Cumulonimbus_cloud,0,0,0,0,0,0
Cumulus_cloud,0,1,0,0,0,1
Fog,0,0,0,0,0,0
Precipitation,17,12,0,0,17,12
Acid_rain,100,1,0,0,100,1
Black_ice,0,0,0,0,0,0
Dew,0,0,0,0,0,0
Frost,0,0,0,0,0,0
Groundwater,8,13,0,0,8,13
Hail,100,2,0,0,100,2
Rain,33,3,0,0,33,3
Snow,60,5,0,0,60,5
Season,50,2,0,0,50,2
Spring_(season),100,1,0,0,100,1
Summer,100,1,0,0,100,1
Autumn,50,4,0,0,50,4
Winter,0,0,0,0,0,0
Wet_season,0,0,0,0,0,0
Dry_season,0,0,0,0,0,0
Atmospheric_circulation,0,0,0,0,0,0
Anticyclone,100,1,0,0,100,1
Cyclone,0,2,0,0,0,2
Hadley_cell,0,0,0,0,0,0
Polar_vortex,0,0,0,0,0,0
Storm,0,0,0,0,0,0
Blizzard,0,0,0,0,0,0
Dust_storm,0,0,0,0,0,0
Lightning,75,4,0,0,75,4
Saffir–Simpson_scale,100,2,0,0,100,2
Thunderstorm,0,0,0,0,0,0
Tornado,64,14,0,0,64,14
Tropical_cyclone,100,6,0,0,100,6
Wind,0,1,0,0,0,1
Beaufort_scale,0,0,0,0,0,0
Jet_stream,100,2,0,0,100,2
Monsoon,50,2,0,0,50,2
Sea_breeze,0,0,0,0,0,0
Trade_winds,0,0,0,0,0,0
Hydrosphere,0,0,0,0,0,0
Cryosphere,50,2,0,0,50,2
Glaciology,16,45,0,0,16,45
Firn,0,0,0,0,0,0
Glacier,84,51,0,0,84,51
Ice,100,9,0,0,100,9
Ice_sheet,83,6,0,0,83,6
Ice_shelf,100,1,0,0,100,1
Iceberg,0,0,0,0,0,0
Sea_ice,67,3,0,0,67,3
Permafrost,100,3,0,0,100,3
Hydrology,29,56,0,0,29,56
Water_cycle,100,1,0,0,100,1
Hydrography,25,24,0,0,25,24
River,56,16,0,0,56,16
Estuary,97,35,0,0,97,35
River_delta,57,7,0,0,57,7
Limnology,26,27,0,0,26,27
Lake,100,54,0,0,100,54
Pond,95,40,0,0,95,40
Tide,100,6,0,0,100,6
Oceanography,46,96,0,0,46,96
Ocean,94,17,90,10,100,7
Sea,95,57,0,0,95,57
Ocean_current,100,3,0,0,100,3
Sea_level,0,4,0,0,0,4
Thermohaline_circulation,100,1,0,0,100,1
Biophysics,26,88,0,0,26,88
Osmosis,67,3,0,0,67,3
Fatigue_(material),30,10,0,0,30,10
Remote_sensing,66,83,0,0,66,83
Religion,75,252,0,0,75,252
Circumcision,100,3,0,0,100,3
Religious_studies,79,85,0,0,79,85
Comparative_religion,73,15,0,0,73,15
Doctrine,100,1,0,0,100,1
Folk_religion,98,52,0,0,98,52
Freedom_of_religion,77,13,0,0,77,13
Secularism,29,89,0,0,29,89
Creed,100,1,0,0,100,1
Religious_philosophy,71,7,0,0,71,7
Buddhist_philosophy,67,9,0,0,67,9
Christian_philosophy,94,31,0,0,94,31
Philosophy_of_religion,91,67,0,0,91,67
Animism,100,50,0,0,100,50
Curse,0,0,0,0,0,0
Eschatology,83,6,0,0,83,6
Faith,50,4,0,0,50,4
Resurrection,0,0,0,0,0,0
Totemism,100,2,0,0,100,2
Theophany,0,0,0,0,0,0
Sacredness,50,6,0,0,50,6
Deity,0,3,0,0,0,3
Devil,12,8,0,0,12,8
Spirit,0,0,0,0,0,0
Idolatry,0,0,0,0,0,0
Angel,0,3,0,0,0,3
Satan,0,3,0,0,0,3
Lilith,0,1,0,0,0,1
Gabriel,42,12,12,8,100,4
God,86,7,0,0,86,7
Goddess,0,3,0,0,0,3
Creator_deity,0,0,0,0,0,0
Mother_goddess,100,1,0,0,100,1
Deism,80,10,0,0,80,10
Holy_Spirit,100,1,0,0,100,1
Jehovah,0,0,0,0,0,0
Trinity,71,14,0,0,71,14
Amaterasu,0,0,0,0,0,0
Zeus,0,0,0,0,0,0
Eros,0,3,0,0,0,3
Poseidon,0,2,0,0,0,2
Hades,50,2,0,0,50,2
Hera,0,1,0,0,0,1
Aphrodite,0,0,0,0,0,0
Artemis,0,0,0,0,0,0
Athena,50,2,0,0,50,2
Hestia,0,0,0,0,0,0
Ares,0,1,0,0,0,1
Hermes,50,4,0,0,50,4
Hephaestus,0,0,0,0,0,0
Apollo,0,4,0,0,0,4
Gaia,0,1,0,0,0,1
Atlas_(mythology),0,1,0,0,0,1
Castor_and_Pollux,0,1,0,0,0,1
Heracles,0,0,0,0,0,0
Quetzalcōātl,0,0,0,0,0,0
Freyja,0,0,0,0,0,0
Odin,50,2,0,0,50,2
Thor,100,1,0,0,100,1
Juno_(mythology),0,0,0,0,0,0
Jupiter_(god),50,4,0,0,50,4
Mars_(mythology),40,5,0,0,40,5
Pluto_(mythology),0,0,0,0,0,0
Venus_(mythology),100,2,0,0,100,2
Vulcan_(mythology),0,0,0,0,0,0
Theism,100,7,0,0,100,7
Monotheism,100,3,0,0,100,3
Panentheism,100,2,0,0,100,2
Pantheism,80,5,0,0,80,5
Polytheism,100,13,0,0,100,13
Unitarianism,39,33,0,0,39,33
Evil,25,4,0,0,25,4
Death_(personification),0,0,0,0,0,0
Afterlife,100,6,0,0,100,6
Reincarnation,71,7,0,0,71,7
Immortality,100,4,0,0,100,4
Otherworld,0,0,0,0,0,0
Paradise,100,1,0,0,100,1
Hell,33,3,0,0,33,3
Sin,100,1,0,0,100,1
Agnosticism,100,28,0,0,100,28
Atheism,93,81,0,0,93,81
Orthodoxy,82,11,0,0,82,11
Nontheism,0,0,0,0,0,0
Theology,61,251,0,0,61,251
Apologetics,71,17,0,0,71,17
Ten_Commandments,0,0,0,0,0,0
Bible,50,30,0,0,50,30
New_Testament,64,22,0,0,64,22
Old_Testament,50,14,0,0,50,14
Hadith,90,88,0,0,90,88
Messiah,100,2,0,0,100,2
Witchcraft,68,22,0,0,68,22
Abraham,92,25,100,5,90,20
Adam,88,8,100,5,67,3
Eve,100,7,100,5,100,2
Daniel,0,0,0,0,0,0
David,76,38,74,19,79,19
Elijah,90,20,75,4,94,16
Ezra,0,0,0,0,0,0
Isaiah,25,12,18,11,100,1
Jacob,90,39,87,31,100,8
Joseph_(Genesis),85,48,79,29,95,19
Moses,70,23,60,15,88,8
Noah,100,19,100,11,100,8
Queen_of_Sheba,86,7,50,2,100,5
Solomon,83,24,73,15,100,9
Iconoclasm,0,0,0,0,0,0
Shamanism,97,59,0,0,97,59
Worship,20,5,0,0,20,5
Ritual,62,8,0,0,62,8
Meditation,36,14,0,0,36,14
Prayer,75,4,0,0,75,4
Adoration,0,0,0,0,0,0
Sacrifice,100,4,0,0,100,4
Prophecy,100,6,0,0,100,6
Altar,100,1,0,0,100,1
Monastery,83,12,0,0,83,12
Shrine,100,5,0,0,100,5
Temple,100,6,0,0,100,6
Church_(building),96,80,0,0,96,80
Cathedral,100,51,0,0,100,51
Kaaba,50,4,0,0,50,4
Golden_Temple,0,5,0,0,0,5
Icon,75,8,0,0,75,8
Tarot,100,1,0,0,100,1
Fasting,100,2,0,0,100,2
Liturgy,13,15,0,0,13,15
Veneration,0,2,0,0,0,2
Christmas,68,68,81,16,63,52
Easter,100,10,0,0,100,10
Pentecost,100,4,0,0,100,4
Pilgrimage,10,10,0,0,10,10
Religious_conversion,100,4,0,0,100,4
Syncretism,88,17,0,0,88,17
Five_Pillars_of_Islam,100,10,0,0,100,10
Anti-clericalism,4,52,0,0,4,52
Ecumenism,92,51,0,0,92,51
Antitheism,100,1,0,0,100,1
Cemetery,62,26,0,0,62,26
Grave,33,3,0,0,33,3
Cremation,17,23,0,0,17,23
Cadaver,0,1,0,0,0,1
Funeral,100,9,0,0,100,9
Priest,27,81,0,0,27,81
Sharia,76,33,0,0,76,33
Religious_denomination,0,0,0,0,0,0
Sect,100,1,0,0,100,1
Cult,57,42,0,0,57,42
Freemasonry,44,32,0,0,44,32
Schism,100,1,0,0,100,1
Heresy,100,1,0,0,100,1
Nontrinitarianism,100,2,0,0,100,2
Gnosticism,83,6,0,0,83,6
Modern_paganism,45,22,0,0,45,22
Paganism,95,20,0,0,95,20
Freethought,33,18,0,0,33,18
Druze,82,55,0,0,82,55
West_African_Vodún,100,9,0,0,100,9
African_religion,100,50,0,0,100,50
Chinese_folk_religion,100,50,0,0,100,50
Ancient_Celtic_religion,100,9,0,0,100,9
Egyptian_mythology,100,1,0,0,100,1
Amun,0,1,0,0,0,1
Anubis,0,1,0,0,0,1
Aten,0,0,0,0,0,0
Hathor,0,0,0,0,0,0
Horus,0,0,0,0,0,0
Isis,100,1,0,0,100,1
Osiris,50,2,0,0,50,2
Ra,0,1,0,0,0,1
Sphinx,0,0,0,0,0,0
Germanic_paganism,100,10,0,0,100,10
Greek_mythology,93,81,0,0,93,81
Norse_mythology,92,13,0,0,92,13
Roman_mythology,100,11,0,0,100,11
Australian_Aboriginal_religion_and_mythology,100,27,0,0,100,27
Confucianism,95,61,0,0,95,61
Four_Books_and_Five_Classics,0,0,0,0,0,0
Shinto,97,59,0,0,97,59
Taoism,92,66,0,0,92,66
Tao_Te_Ching,100,3,100,2,100,1
Jade_Emperor,0,2,0,0,0,2
Ayyavazhi,100,2,0,0,100,2
Hinduism,78,99,0,0,78,99
Bhagavad_Gita,100,1,0,0,100,1
Ramayana,80,15,0,0,80,15
Rigveda,100,3,0,0,100,3
Upanishads,60,5,0,0,60,5
Vedas,80,10,0,0,80,10
Avatar,33,3,0,0,33,3
Brahma,50,2,0,0,50,2
Krishna,50,20,0,0,50,20
Shiva,79,14,0,0,79,14
Vishnu,100,2,0,0,100,2
Kumbh_Mela,62,16,60,15,100,1
Shaivism,89,27,0,0,89,27
Vaishnavism,68,25,0,0,68,25
Shaktism,78,9,0,0,78,9
Om,0,0,0,0,0,0
Ayurveda,42,36,0,0,42,36
Brahman,0,0,0,0,0,0
Dharma,14,7,0,0,14,7
Ishvara,0,1,0,0,0,1
Karma,100,1,0,0,100,1
Trimurti,0,0,0,0,0,0
Yoga,45,42,0,0,45,42
Jainism,81,72,0,0,81,72
Sikhism,95,60,0,0,95,60
Guru_Granth_Sahib,33,3,0,0,33,3
Buddhism,67,145,0,0,67,145
Diamond_Sutra,0,0,0,0,0,0
Avalokiteśvara,0,1,0,0,0,1
Nirvana,0,0,0,0,0,0
Theravada,95,55,0,0,95,55
Pali_Canon,0,0,0,0,0,0
Mahayana,98,54,0,0,98,54
Vajrayana,89,9,0,0,89,9
Zen,98,63,0,0,98,63
Tibetan_Buddhism,86,72,0,0,86,72
Zoroastrianism,95,57,0,0,95,57
Avesta,0,9,0,0,0,9
Parsis,78,9,78,9,0,0
Judaism,60,110,0,0,60,110
Torah,33,3,0,0,33,3
Hebrew_Bible,100,7,0,0,100,7
Talmud,78,9,0,0,78,9
Synagogue,100,2,0,0,100,2
Passover,100,1,0,0,100,1
Yom_Kippur,0,0,0,0,0,0
Rabbi,62,98,0,0,62,98
Orthodox_Judaism,63,89,0,0,63,89
Reform_Judaism,69,13,0,0,69,13
Conservative_Judaism,50,14,0,0,50,14
Christianity,63,272,0,0,63,272
Christian_Church,50,6,0,0,50,6
Pope,17,23,75,4,5,19
Orthodox_Church,0,5,0,0,0,5
Oriental_Orthodox_Churches,39,94,0,0,39,94
Russian_Orthodox_Church,49,107,0,0,49,107
Catholic_Church,36,828,0,0,36,828
Catholic_Church,36,828,0,0,36,828
Protestantism,67,91,0,0,67,91
Lutheranism,75,161,0,0,75,161
Methodism,63,123,0,0,63,123
Reformed_Christianity,86,76,0,0,86,76
Baptism,67,3,0,0,67,3
Quakers,72,87,0,0,72,87
Anglicanism,46,219,0,0,46,219
Evangelicalism,82,88,0,0,82,88
Fundamentalism,83,6,0,0,83,6
Islam,58,273,0,0,58,273
Islamic_schools_and_branches,100,2,0,0,100,2
Allah,50,2,0,0,50,2
Quran,82,39,0,0,82,39
Mosque,100,16,0,0,100,16
Hajj,75,8,50,4,100,4
Imam,12,49,0,0,12,49
Muslims,59,90,0,0,59,90
Sufism,71,79,0,0,71,79
Sunni_Islam,63,120,0,0,63,120
Shia_Islam,70,88,0,0,70,88
Mormonism,100,19,0,0,100,19
Baháʼí_Faith,74,82,0,0,74,82
Myth,40,115,0,0,40,115
Folklore,43,137,0,0,43,137
Creation_myth,0,0,0,0,0,0
Origin_myth,0,0,0,0,0,0
Aeneas,0,0,0,0,0,0
Achilles,0,1,0,0,0,1
Agamemnon,0,1,0,0,0,1
Andromeda,0,0,0,0,0,0
Argonauts,0,0,0,0,0,0
Cyclopes,0,2,0,0,0,2
Cerberus,0,0,0,0,0,0
Jason,0,2,0,0,0,2
Europa,0,0,0,0,0,0
Ganymede,0,0,0,0,0,0
Helen_of_Troy,0,2,0,0,0,2
Medea,0,1,0,0,0,1
Medusa,0,0,0,0,0,0
Odysseus,0,22,0,18,0,4
Oedipus,0,1,0,0,0,1
Orion,0,0,0,0,0,0
Perseus,0,1,0,0,0,1
Siren,0,0,0,0,0,0
King_Arthur,20,25,0,0,20,25
Baba_Yaga,0,0,0,0,0,0
Hansel_and_Gretel,0,0,0,0,0,0
Roland,100,3,100,2,100,1
